,Flipkart_tweets
1923,"Nu Republic Viper Work N Play with Mic and Volume Control Wired Headset(Black, Red, On the Ear) Rs. 699 - Flipkart
https://t.co/7tvXsElGy3"
1924,"LG 6 kg 5 Star Fully Automatic Front Load with In-built Heater White  (FHM1006ADW)
#OnlineShopingIndia… https://t.co/QnZCIetBN8"
1925,I waited extra 7 days for my order delivery! Now it got automatically cancelled! Worst experience Flipkart! Never g… https://t.co/xW9yx0SkAk
1926,"Dear leaders 
We are taxpayers at home 🏡 flipkart &amp; Amazon are selling mobiles... Govt Pls Get Out From Your Foolis… https://t.co/Y7DiJwTuKE"
1927,Amazon and Flipkart need allies if they are to overcome the BJP's vociferous power base https://t.co/3yjLjJ5AY3
1928,"Marble stains Remover on Amazon/Flipkart 

#Bhopal #Kanpur #Tiruppur #Amritsar #Kozhikode #Warangal #Udaipur… https://t.co/d5iyeqCqPD"
1929,"Hard Water stains Remover on Amazon/Flipkart 

#Bhopal #Kanpur #Tiruppur #Amritsar #Kozhikode #Warangal #Udaipur… https://t.co/jud9Cj3TIv"
1930,"Enjoy the goodness of Circle water Pumps...
.
Buy It Now
.
Browse -
Amazon: https://t.co/lynvSVuho3

Flipkart:… https://t.co/M2r1MjKSJM"
1931,"U.S. Polo Assn. Men's Shoes Min 75% off from Rs. 639- Flipkart
https://t.co/lvBcgz8Mfi"
1932,Public questions on earphones in flipkart 🤣🤣🤣 https://t.co/bDgOPOsPFt
1933,"This book is about the eyewitness account by the famous television journalist, Ashraf Wani, who reports from Kashmi… https://t.co/xYaAJ7z2dx"
1934,"#GrabFast 

Granola 100% Natural California Almonds  (2 x 500 g)

1 KG at Rs.599

Link: https://t.co/lPz6h3XHbu

🌟B… https://t.co/zfcL1DxNgB"
1935,IPL related Flipkart Quiz April 25 2021 questions give answers to win huge superexciting prizes coupons aaaq https://t.co/6g93Ebdr2z
1936,IPL related Flipkart Quiz April 25 2021 questions give answers to win huge superexciting prizes coupons aaaq https://t.co/6EiMW6EZZk
1937,"Back : California Almonds 1Kg At 599

Buy 4Qty  At 2276

https://t.co/aTb3zap1kl"
1938,"Vivo V21 5G India Launch Confirmed for April 29, Will Go on Sale via Flipkart.

#tech #Vivo https://t.co/4HU6vO4w9t"
1939,Tech=Money=Power and powerful men have always gotten what they wanted even when they are fundamentally wimps. And o… https://t.co/2lhAC02ryX
1940,Good initiative. However why has #flipkart advertised with a kid doing the delivery. Isn't it giving a wrong messag… https://t.co/2HFEbl5XUu
1941,"Flipkart Daily Trivia Quiz Answer Today for 25th April 2021
https://t.co/BdpcSUuycl"
1942,"Hard Water stains Remover on Amazon/Flipkart 

#Bhopal #Kanpur #Tiruppur #Amritsar #Kozhikode #Warangal #Udaipur… https://t.co/QpwmWsFcwL"
1943,MSG Mango Pickle is Rich source of essential vitamins and mineral. It's packed with immunity boosting ingredients.… https://t.co/p46X03kIjS
1944,Boycott Amazon &amp; Flipkart (owned by Walmart) too! https://t.co/sIvu9072Z0
1945,"Raipur Lockdown extends with some relaxations.
Online Dilvery from Amazon, flipkart, Zomato, Swiggy and all local v… https://t.co/zJ83QuB3YN"
1946,"Good news, 
Your favourite Liver tonic, ""Kutkyadi Yog"" is now available on ""Flipkart"". 

You can Order here-… https://t.co/hI8SV7MzQ4"
1947,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/9es4110HHu
1948,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/wl0wJwNWPD
1949,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/ub8CJKpjjX
1950,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/EOaNugA1Km
1951,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/8h4A5YJs3K
1952,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/Sd0ZAfPFWh
1953,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/s9bUmUn8RH
1954,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/PGjcCRoqCb
1955,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/IIjFOkfwhz
1956,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/fh9d5xdCzQ
1957,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/Aznqy48rOJ
1958,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/YeADxzyz0r
1959,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/CA4EX5iBU9
1960,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/GhtzY3kbLm
1961,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/cXg6BW0qPE
1962,4 days completed no action has been taken. #fraud #flipkart is a #fraud company @mittalmaneesh @FlipkartStories… https://t.co/RIlDq1DpsD
1963,"If @amazon Can Deliver 
Why Can't You @Flipkart 
@flipkartsupport . Why are you cancel my order. It is very shamefu… https://t.co/UIVqYkTi0y"
1964,"Flipkart Power Play With Champions Answers 25 April 2021

https://t.co/72HK23krBt

Q1. Who will win this game?

&gt; B… https://t.co/SruPsA6hhG"
1965,"OPPO A53s 5G (Dual 5G) Launching in 27th April 
Via @Flipkart 

Are you Excited 🤩
#OPPOA53s https://t.co/1mxq4dZkWK"
1966,"Daily Flipkart Video Quiz Games Answers for 25 April, 2021 

🎁Fake or Not (E134) :  https://t.co/TVIPT8mupt
FAKE
FA… https://t.co/UzcHxmmpBp"
1967,"Dear Amazon @amazonIN  @AmazonHelp  she said I should contact RBI for my refund..
I have returned my product on 20t… https://t.co/zgP2L1WXAI"
1968,"Why is your @Flipkart site saying seller does not deliver at 500015 pincode ? Every other e retailer like Amazon, g… https://t.co/cJ8GZsEG9Z"
1969,Look at this @flipkartsupport gives just copy paste messages and give no resolution just say will update without an… https://t.co/gltOMUziOB
1970,"Walmart-owned e-tailer Flipkart set to acquire Cleartrip in distress sale | Business 
https://t.co/3t4ck7AaCb... https://t.co/HjrRFCeQoh"
1971,Does @Flipkart use children as delivery boys?? What does this ad communicate? @_Kalyan_K @AnantRangaswami @ambimgp… https://t.co/dhYKKZ1tJC
1972,"Non essential item orders are auto cancelling on Flipkart. Please do something as the packages will be returned, af… https://t.co/3H4XJ3BUab"
1973,"Army stresses on integrated logistics on the lines of Amazon, Flipkart amid Covid crisis https://t.co/NtKBc6oLDP via @ThePrintIndia"
1974,"Dear flipkart I need my shipment any cost..without my confirmation why cancelled my order, I never expect to return… https://t.co/UmimJZmGXu"
1975,"Eats breakfast, lunch, snacks on time. 
Leaves earliest in case of any scheduled procession in the city fearing tra… https://t.co/ijO9K39dKF"
1976,That's irresponsible advt... Kid shown as Delivery boy by Flipkart. India already struggles with this social evil.… https://t.co/1nd0j0mPM2
1977,"#DailyCapsule

➡  Battling the second COVID-19 wave

➡ Helping small retail stores to compete with ecommerce giants… https://t.co/pbx8Kwz8uo"
1978,In a row 2nd item is also cancelled by @Flipkart ...Great work ... https://t.co/DZjHnmRFMJ
1979,I purchased  Samsung f62  and the promised date by flipkart was 20-04-2021 but It is not delivered to me till now.… https://t.co/wtUYx4Js7j
1980,one of the worst service and support ive ever faced . @Flipkart @_Kalyan_K .#boycottflipkart
1981,Reuse is important.Big companies like @amazon and @Flipkart use so many cardboard boxes which are of no use to the… https://t.co/Jj9NXH1Cg4
1982,"""Battling the second COVID-19 wave"" #startup #feedly https://t.co/4kyISCeZkY"
1983,"#Flipkart 
#Nationalconsumerhelpline 

#Flipkart #Nationalconsumerhelpline Flipkart I am waiting for your reply, ar… https://t.co/UKvdu7eN9c"
1984,"Nokia 5.4 to Go on Sale Today via Flipkart and https://t.co/6ERqOOWCAR, Nokia Power Earbuds Lite Now Available - Ga… https://t.co/fDYP5xx20X"
1985,"Why there is sudden price rise in medical health equipment on Flipkart.
The cost of respirometer i checked yesterda… https://t.co/XqYJVI0etC"
1986,"I request all indians should not use americans company amazon, flipkart product, microsoft products, american impor… https://t.co/wh3xPQZKFK"
1987,Worst experience with @Flipkart THE MAJOR FRUSTRATING PART WAS WHEN THEY SENT ME A MAIL SAYING WE ARE UNABLE TO DEL… https://t.co/ARHmQRMk87
1988,Had a terrible experience with @Flipkart ordered an iPhone 11 and was told it would be delivered by 20th then 21st… https://t.co/9AF48L8wvO
1989,"You can buy healthcare products on Amazon, Flipkart during the COVID-19 pandemic https://t.co/l4ZNX84M3A"
1990,"Flipkart Shop &amp; Pay Later Rs. 100 Cashback on Rs. 500
https://t.co/MmyjVn95OI"
1991,Can't find a decent N95 mask locally. All shops are carrying similar multicolored/thick-cloth/fake looking masks in… https://t.co/EBJfRWGTsZ
1992,"Healthcare Products You Can Buy on Amazon, Flipkart During COVID-19 Pandemic https://t.co/WZ6QGYOKAk"
1993,"#Flipkart
Dear Flipkart first you reject my replacement request. After next try you give time out the range of repl… https://t.co/kELKxURTbZ"
1994,"#Flipkart 
Dear Flipkart, 
Business will only run in Long time if their customers are satisfied. 
I bought a laptop… https://t.co/ULuJuOrDfN"
1995,"cello Lifestyle 1000MLStainless Steel Flask 1000 ml Flask(Pack of 1, Steel/Chrome, Steel) Rs.599 @ Flipkart
https://t.co/TkqqdINBtv"
1996,What a cheap profit making Policy by @Flipkart one week ago this product price was ₹1299 but now the requirements i… https://t.co/Xd94gOcloY
1997,"I purchased  @symphonylimited cooler from @Flipkart  18/04/2021
Now its  not working 
Light sparking inside the coo… https://t.co/QVdxQrmbgU"
1998,"#Flipkartindia 
Flipkart doing business in India without official email Id for customer to raise complaint.
Recentl… https://t.co/uZiwVObKWI"
1999,"#Flipkartoffers #flipkartshopping  #PaytmCricketLeague

Fast claim yours now... it's still live
25th April
Answers… https://t.co/MWysL9ut2C"
2000,Hey @BharatBiotech @SerumInstIndia. I think you should talk to @RedmiIndia about the flash sale of vaccines. It can… https://t.co/ErrO5tZWrg
2001,"The Jio vs Amazon Battle Couldn’t Have Come At A Better Time for Flipkart
https://t.co/dOEBHnIoPD"
2002,"Very bad service.
Ordered 2 products on 13th april.

Delivery date of TV was 16th Apr and the wall mount unit was 1… https://t.co/KgpkR1XgxP"
2003,"My phone is almost broken, not able to use any online apps during lockdown. If @ArvindKejriwal @raghav_chadha can r… https://t.co/r9Y2kx9Mzw"
2004,"#denver deodrant combo at 40 % off

https://t.co/GrUs66PqHd

MASTER LINK"
2005,"Vivo V21 5G India Launch Confirmed for April 29, Will Go on Sale via Flipkart https://t.co/CpcvYMLrSD"
2006,"#Haier 192 L Direct Cool Single Door 2 Star Refrigerator

@10161 With Hdfc Credit Card

https://t.co/vde23kDZMo"
2007,"Wow Skin Science Coconut Milk Hair Conditioner Tube  (150 ml)

Deal : ₹ 124/- 
Price : ₹ 249/- 

Discount : 50%

Sh… https://t.co/hQy9iTeQWk"
2008,Tagging some of the main e commerce sites of the nation. You @Flipkart @snapdeal @amazon @TataCLiQ all are selling… https://t.co/eFVHHXHSAX
2009,"Flipkart  Answers 

Fake or Not Fake
Fake, Fake, Not Fake

FYI 
Sanjana G, Mithali Raj, 1997

Aage Kya 
 Structure… https://t.co/HBxpjOnBQ6"
2010,"Loot

https://t.co/p2li4o835M

₹349"
2011,"Flipkart SmartBuy BassBeatz In The Ear Bluetooth Headset  at Rs 349 

https://t.co/wjoj93Zvxz"
2012,"Shop for your Favorite Wine Bag on your Favourite Online Store...

Outer Woods Wine Cooler Bags are available on Am… https://t.co/J705jZhMKv"
2013,"Flipkart Video Answers 25th April

▶️ Fake or Not Fake : 
Fake, Fake, Not Fake

▶️ FYI : Sanjana G, Mithali Raj, 19… https://t.co/1vmdyoaOO6"
2014,"Flipkart SmartBuy BassBeatz Bluetooth Headset at ₹349

https://t.co/vov5fYB45M"
2015,"#Flipkart Video Quiz Games Answers | 25 April

1. Fake Or Not Fake 
Play Here 👉 (https://t.co/oPySMRWusb) 

1. Fake… https://t.co/nHHo22AUud"
2016,"Granola California Premium Walnuts 500gm @299

https://t.co/Kop0vXFhXy"
2017,"Granola California Premium Walnuts 500gm  At 299

https://t.co/fr3QXGG3qd

Buy More Save More"
2018,"Flipkart Videos Answers : - 

Fake or Not 

1. Fake
2. Fake 
3. Not Fake

https://t.co/UvNgHldTww

For Your Informa… https://t.co/jNwh9NwmhD"
2019,"Flipkart Quiz Answers (25th April)

1. Fake Or Not

1. Fake
2. Fake
3. Not Fake

2. F.Y.I : For Your Information… https://t.co/UIVY5XP069"
2020,"Army stresses on integrated logistics on the lines of Amazon, Flipkart amid Covid crisis https://t.co/gEIf84clkD via @ThePrintIndia"
2021,"Flipkart Bolo Aage Kya? Answer and Directly Play Link 👇👇👇
https://t.co/x2DddHh4Q6

1. Struture Falls Down
2. The Ch… https://t.co/gedlzM77Zf"
2022,"(25th April) Flipkart Video Quiz Answers
1. Fake or Not (S4E134)
1 : FAKE
2 : FAKE
3 : NOT FAKE

2. F.Y.I. - For Yo… https://t.co/SJ9JBSWXXs"
2023,"HEAD &amp; SHOULDERS Anti-Hairfall Shampoo

Deal :  ₹ 310/- 
Price :  ₹ 600/- 

Shop Here 👉 https://t.co/kI0mbLcLtV https://t.co/kIdhHOcHsO"
2024,"Flipkart F.Y.I. Answer And Directly Play Link 👇👇👇
https://t.co/GI2VFq7ORt

1. Sanjana G
2. Mithali Raj
3. 1997"
2025,"Flipkart Fake Or Not Fake answer And Directly Play Link 👇👇👇
https://t.co/kJB34TUjVk

1. Fake
2. Fake
3. Not Fake"
2026,"https://t.co/BQFGG5s6zp

rs 13490

+ bank offer"
2027,"25 April 2021 Flipkart Quiz Answers:

YouTube Live https://t.co/ZaYnyTNL5a

1 FYI: https://t.co/xZbLsesZlA

2 Fake… https://t.co/NDmwukLfOi"
2028,"Whirlpool 1.5 Ton 3 Star Split AC (Copper Condenser) at ₹24,740

Click Here : https://t.co/avutf0WoTR

Buy Link :… https://t.co/Su85UCrpg2"
2029,Voltas 1.5 Ton Split Inverter AC - White (183V ADS) -- Flipkart -- Rs. 32799.0 https://t.co/sXtTiIxNrU
2030,"IMPULSE Washable Reusable Outdoor Protection Face Mask [Pack of 7] at ₹199

https://t.co/iF2wKiWScR

Pack of 3 price is ₹135"
2031,"Hi @Flipkart why is it that the item shows ""out of stock"" right when I click on""buy now""
Also, I see other products… https://t.co/5y4kzSFkpa"
2032,"Hi sir @CPMumbaiPolice @MumbaiPolice @mybmc , is that allowed to snapdeal, get order of non essential product for p… https://t.co/qB4eXKESmK"
2033,"IMPULSE Washable Reusable Outdoor Protection Face Mask for germ protection (Black, L, Pack of 7) Rs. 199 - Flipkart
https://t.co/PQhnp8DspV"
2034,Feedback : please add mobile recharge and bill payment options using Flipkart balance because it's validity is 1 ye… https://t.co/15e2yM8NwW
2035,"Skookum Improved Vitamin C Facial Serum (30 ml)

Deal : ₹ 99/- 
Price : ₹ 199/- 

Discount : 50%

Shop Here 👉… https://t.co/3K946ThkM2"
2036,"LG Wing (Aurora Gray, 128 GB) (8 GB RAM) @ 29249 [ 10% off on HDFC Bank Credit Card and Credit/Debit EMI Transactio… https://t.co/X0Q3VHC6yD"
2037,Otp Not receive today  what is the problem @GooglePay @Flipkart
2038,"WOW SKIN SCIENCE Coconut Milk Hair Conditioner 150ml TUBE at ₹124

https://t.co/1zON1bcMjN

Buy more, Save More"
2039,"Vivo V21 5G India Launch Confirmed for April 29, Will Go on Sale via Flipkart https://t.co/04OdoeWl7P"
2040,"It is 11:30 pm now when you courier partner delivery me my book @Flipkart 
Very worst service 
#Flipkartindia https://t.co/twOzVsWT4O"
2041,"In stock

LG Wing (Aurora Gray, 128 GB)@29999

https://t.co/e72abHunXy

regular price - 60, 000"
2042,External HDD 1TB 50% off  https://t.co/Zv4fCKO89B  #DataMigration #startup #marketing #seo #crowdfunding #Indiegogo… https://t.co/Y0V3M6IHP6
2043,External HDD 1TB 50% off  https://t.co/bnWsBIJ1Y0 #NPTEL #swayam #IIT #IISc #Exams #creativecoding… https://t.co/0YCz3FEyV0
2044,External HDD 1TB 50% off  https://t.co/Zv4fCKO89B #Asp  #php #Sql #mysql  #opengl #Java #javascript #html… https://t.co/Tvgl8izZCV
2045,"In stock

LG Wing (Aurora Gray, 128 GB)@29999

https://t.co/D1PtJAdnxz

regular price - 60, 000"
2046,Why @RedmiIndia @RedmiSupportIN mi 10i and many redmi 10 series phones are not getting sold with GST invoice on… https://t.co/kf5AmBjvRI
2047,"California Almonds 1Kg at ₹599. 

Buy 4Qty  ₹2,276

https://t.co/cRnDCc0xEJ"
2048,"Granola 1kg Almonds  At 599.

https://t.co/TahcbDpsj1"
2049,"Grab : California #Almonds 1Kg@599

Buy 4Qty @2276

https://t.co/dPodOcrvha"
2050,"Grab : California Almonds 1Kg599

Buy 4Qty 2276

https://t.co/O03WQQTpLp

."
